,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,Dynamic_time,Constant_time
gene_390,-64.19319579989067,-61.80992678331374,0.0,0:00:02.854843,0:00:02.854843
gene_391,-53.48771437637554,-67.41673534316747,13.929020966791931,0:00:00.961221,0:00:00.961221
gene_392,-71.11297275950675,-67.87310226977152,0.0,0:00:01.085136,0:00:01.085136
gene_393,-60.4123204036364,-67.04569280652004,6.633372402883637,0:00:00.946245,0:00:00.946245
gene_394,-90.01992974716453,-88.21817423596586,0.0,0:00:02.858959,0:00:02.858959
gene_395,-59.138628671420335,-70.4597672710397,11.32113859961936,0:00:00.965694,0:00:00.965694
gene_396,-81.80766984250118,-77.6284810697453,0.0,0:00:01.067814,0:00:01.067814
gene_397,-68.32105631595698,-75.07304436235387,6.751988046396889,0:00:00.938892,0:00:00.938892
gene_398,-83.15276219458393,-78.65283390077178,0.0,0:00:01.138009,0:00:01.138009
gene_399,-59.25603219934462,-59.881975441124965,0.6259432417803481,0:00:02.965194,0:00:02.965194
gene_400,-74.35356425732634,-71.51786219843143,0.0,0:00:03.016654,0:00:03.016654
