gene,sv_genes_spatialde,LLR_gpcounts,LLR_spatialde,sv_genes_gpcounts,gene_sh,llr_gpcounts_shuffled,LLR_shuffled,sv_genes_gpcounts_shuffled,sv_genes_spatialde_shuffled,sv_genes_spark
Mrps36,,0.014192627,0.000964006,,Nudt21,0.202939537,1.841891091,,,
Gba,,0.014180542,0.000964008,,Nudt22,0,0.079282576,,,
Pttg1,,0.014166912,0.142448515,,Nudt3,0,0.000964006,,,
Gm5595,,0.014119802,0.805549306,,Nudt4,8.007725756,0.572930026,,,
Atg10,,0.014115943,0.000964009,,Nudt5,0.332474276,0.537438593,,,
Col5a1,,0.01409165,0.000964008,,Nudt6,0.225797582,1.630753699,,,
Dapk3,,0.014089887,0.071147867,,Nudt7,0.005193636,0.000964008,,,
R74862,,0.014088488,0.118078551,,Nudt8,0.02301347,0.00096889,,,
Sdha,,0.014074989,0.00096401,,Nudt9,0.020802003,0.000964008,,,
2610019F03Rik,,0.014041899,0.00096401,,Nuf2,0.149252847,0.00096401,,,
Hist1h4f,,0.013961388,0.812575573,,Nufip1,0.127514357,0.000964005,,,
Gnpnat1,,0.013937946,0.000964009,,Nufip2,1.390213947,4.106778829,,,
Rassf4,,0.013933972,0.00096401,,Numa1,0.09667757,0.00096401,,,
Tmem170,,0.013916849,0.078088355,,Numb,0.176637323,0.000964009,,,
Slc37a2,,0.013915658,0.000964009,,Numbl,1.10E-08,0.000964011,,,
Zc3h3,,0.013897807,0.012444174,,Nup107,0,0.000964008,,,
Lrrd1,,0.013887372,0.12771062,,Nup133,0.139670293,0.804196934,,,
Atp2b3,,0.013878578,0.49247088,,Nup153,0,0.268210054,,,
Aebp2,,0.013867933,0.000964011,,Nup155,0.079937186,0.000964011,,,
Pik3r6,,0.0138651,1.343843029,,Nup160,0,0.000964009,,,
Far1,,0.013859611,0.000964008,,Nup188,1.64E-05,0.000964009,,,
G2e3,,0.013858046,0.005887185,,Nup205,0.651329457,0.031490452,,,
Creg2,,0.013824404,0.188298083,,Nup210,0.029294404,0.069959465,,,
Cox15,,0.013821932,0.251352077,,Nup214,0,0.000964009,,,
Myo19,,0.013818509,0.000964008,,Nup35,0,0.137266235,,,
Trabd2b,,0.013781205,0.482680484,,Nup37,0,0.000964025,,,
Kcnj2,,0.013734885,0.000964011,,Nup43,1.34E-05,0.051227379,,,
BC026585,,0.013734106,1.349670121,,Nup50,0.049538138,0.000964008,,,
Slc35a3,,0.013704406,0.000964009,,Nup54,0.0107657,1.312610463,,,
Dmrtc1a,,0.013702652,0.218622094,,Nup62,0.074440868,0.033037291,,,
Cdk7,,0.013686834,0.292502617,,Nup85,0.00036928,0.313422768,,,
Eif1ad,,0.013671769,0.008534014,,Nup88,0,0.017115268,,,
Pelo,,0.0136561,0.282905131,,Nup93,0.138334992,0.192197693,,,
Obfc1,,0.013621783,0.000964009,,Nup98,0,0.00096401,,,
Akap9,,0.013604078,0.000967324,,Nupl1,0.055476617,0.000964006,,,
Rbm28,,0.013592643,0.00096401,,Nupl2,0,0.000964009,,,
Msc,,0.013589251,0.220575119,,Nupr1,0.174195836,0.000964011,,,
Kif23,,0.013574362,0.767725008,,Nupr1l,0.491561633,0.555991728,,,
Tbc1d2b,,0.013551566,0.000964011,,Nus1,0.057621292,0.000964007,,,
Crb3,,0.013541796,0.251859433,,Nusap1,0.338703961,0.315583968,,,
Pfn4,,0.013540596,0.000964008,,Nutf2,5.23E-06,0.000968773,,,
Ccdc130,,0.013513872,0.413369259,,Nutm1,2.26E-07,0.000964011,,,
Crispld1,,0.013451536,1.400949752,,Nvl,0.001874333,0.216537642,,,
Mast4,,0.013439377,0.000964011,,Nwd1,0,0.011792692,,,
Galnt4,,0.013431677,1.38603811,,Nxf1,0,0.00096401,,,
Prss53,,0.013367171,0.000964009,,Nxf7,0,0.000964011,,,
Zmym6,,0.013327642,0.374305927,,Nxn,1.071378749,0.956963841,,,
Mamdc2,,0.013287217,0.007029316,,Nxnl2,3.32E-08,0.000964011,,,
Adcy5,,0.013256487,0.000964008,,Nxpe2,0,0.00865113,,,
Cbfa2t3,,0.01320851,0.213845776,,Nxpe3,0.01507019,0.007016851,,,
Adhfe1,,0.01320385,0.224307729,,Nxpe4,1.38E-06,0.00096401,,,
Zfp942,,0.013124411,1.148839153,,Nxph1,5.48E-08,0.106631284,,,
Tubb6,,0.013116216,0.136981896,,Nxph3,0,0.012815062,,,
Cntnap4,,0.013105222,0.11868256,,Nxph4,0,0.000964009,,,
Slk,,0.013103251,0.00096401,,Nxt1,0,0.28283463,,,
Rasal2,,0.013099207,0.007984942,,Nxt2,5.60E-06,0.219230493,,,
Cars,,0.01309438,0.00096401,,Nyap1,1.245433006,2.612899293,,,
Artn,,0.01306845,0.000964009,,Nyap2,0,0.00096401,,,
Pced1b,,0.013030294,0.000964008,,Nynrin,0.003560404,0.000964009,,,
Gdpd2,,0.013020676,0.191619314,,Oaf,0.810700853,0.066870237,,,
Ppp1r26,,0.013012126,0.00096401,,Oard1,0,0.000964009,,,
Necap1,,0.012980214,0.000969387,,Oas1a,0,0.00096401,,,
Zfp790,,0.012975001,0.000964009,,Oas1c,0,0.000972984,,,
Zbtb45,,0.012958885,0.033027781,,Oas1g,0.168852617,0.593077419,,,
Phxr4,,0.012937203,0.201980819,,Oas2,4.89E-09,0.000964011,,,
Lrp1b,,0.012926728,0.00096401,,Oasl2,0.419452833,0.494329508,,,
Lime1,,0.012872003,0.012401169,,Oat,0.000299818,0.00096401,,,
Calhm2,,0.01285595,0.000964011,,Oaz1,4.919857459,0.000964007,,,
Lhpp,,0.012840164,0.0061105,,Oaz2,0.401283175,0.000964008,,,
Cysltr1,,0.012811948,0.000964008,,Oaz3,1.171611844,1.395100419,,,
Dlg1,,0.012774239,0.173892968,,Obfc1,0.013622803,0.001382457,,,
Slc24a3,,0.012763026,0.000964009,,Obp1a,0.10143666,0.00096401,,,
Cox6b2,,0.012732964,0.00096401,,Obp2a,0.013078452,0.000968318,,,
9130221H12Rik,,0.012724305,0.000964011,,Obscn,2.33E-08,0.000964011,,,
Rras,,0.012682996,0.000964009,,Obsl1,0.025434992,0.015684185,,,
Plagl2,,0.01265488,0.00096401,,Oca2,0.075251534,4.205106643,,,
2810408I11Rik,,0.012616617,1.055718385,,Ocel1,0,0.00096401,,,
Antxr2,,0.012599193,0.015864616,,Ociad1,0,0.070645506,,,
Hcst,,0.01254952,0.161139312,,Ociad2,0,0.102493418,,,
Zdhhc21,,0.012545964,0.000964008,,Ocln,0.406020251,0.00096401,,,
Tmem143,,0.01254168,0.00982443,,Ocrl,0.192225816,0.098630667,,,
Zfp324,,0.012534323,0.074265683,,Odc1,0.258431824,0.25261245,,,
Uspl1,,0.012518689,0.007056173,,Odf2,0.070024685,0.33791524,,,
1700030J22Rik,,0.012480977,0.421405288,,Odf2l,0.397102243,0.3983609,,,
Vps52,,0.012472641,0.190250515,,Odf3b,0,0.000964011,,,
Egr4,,0.012472443,0.451502977,,Odf3l2,0.197355935,17.93420141,,,
Sertad2,,0.012440648,0.375929781,,Odf4,1.12E-07,0.406039883,,,
Rap2b,,0.012434652,0.012777249,,Ofd1,0,0.026715631,,,
Gpatch2,,0.012430897,0.00096401,,Ogdh,0.361957734,0.874560549,,,
Lpar2,,0.012423877,1.007087706,,Ogdhl,0,0.000964011,,,
Ror2,,0.01241299,0.000964009,,Ogfod1,7.19E-08,0.040301101,,,
Fancf,,0.012405433,0.000971459,,Ogfod2,0.010678636,0.000964007,,,
2810408M09Rik,,0.012395892,0.000964008,,Ogfod3,1.78E-05,0.000964009,,,
Mrpl13,,0.012395628,0.002771955,,Ogfr,0,0.000964395,,,
Crh,,0.012393092,1.679686836,,Ogfrl1,0.41236975,0.503363714,,,
Ccdc74a,,0.012364159,0.000964008,,Ogg1,0,0.000964007,,,
Magi1,,0.012332038,0.000964011,,Ogn,2.966975175,0.000964008,,,
Klhdc2,,0.01232795,0.000964008,,Ogt,2.04E-07,0.00096401,,,
Sae1,,0.012303909,0.000964011,,Oit3,2.97E-07,0.000964011,,,
Bag4,,0.012272922,0.084306961,,Ola1,1.53E-06,0.251932777,,,
Kcnk2,,0.01226558,0.301362037,,Olfm1,4.963299294,0.000964011,,,
Ercc4,,0.012259325,0.000964007,,Olfm2,3.84E-06,0.00096401,,,
Fam175a,,0.012252505,0.000964008,,Olfm3,0,0.018965316,,,
Nhej1,,0.012192346,0.015133464,,Olfml1,0.86887989,0.680588051,,,
Smim19,,0.012188383,0.048855127,,Olfml2b,0.008211569,0.038445324,,,
Stx2,,0.012174514,0.00096401,,Olfml3,0,0.158262637,,,
Mrpl16,,0.012114202,0.00096401,,Olfr1030,8.69E-08,0.000964011,,,
Nup62,,0.012112163,0.000964008,,Olfr112,1.400258564,15.04588151,,,
AW046200,,0.012098399,0.000971268,,Olfr1204,2.85E-08,0.000964011,,,
Col8a1,,0.012043077,0.000964009,,Olfr1301,0.003759542,0.583985186,,,
Ano4,,0.012035519,0.000964011,,Olfr1357,1.32905663,2.604064657,,,
Notch3,,0.012029691,0.161926035,,Olfr212,0,0.00096401,,,
Tonsl,,0.012024865,0.119634263,,Olfr287,5.89E-06,0.00096401,,,
Gm9866,,0.012012465,0.024453478,,Olfr32,0.091085801,0.673303746,,,
Siah1a,,0.012010931,0.000964007,,Olfr558,0,0.005753426,,,
Kctd5,,0.011997055,0.048600788,,Olfr635,1.72E-08,0.000964011,,,
Snord91a,,0.011970039,0.647945811,,Olfr920,0,0.00096401,,,
AU041133,,0.011939783,0.659788852,,Olfr935,0,0.000964011,,,
Lrrc56,,0.011921728,0.091463152,,Olig1,0.459414206,0.000964087,,,
Yaf2,,0.011885568,0.00096401,,Olig2,0.025323025,0.550531985,,,
Dna2,,0.011870993,0.017971263,,Oma1,1.782858172,2.20798561,,,
Zfp689,,0.011868883,0.00096401,,Omd,0,0.318596545,,,
Mrpl35,,0.011805634,0.000964007,,Omg,0.089300461,0.000964008,,,
Nup133,,0.011803356,0.000964008,,Omp,12.33528546,0.000964008,,,
Pmm2,,0.01178088,0.000964009,,Opa1,0,0.090734617,,,
Shisa4,,0.011764881,0.854659614,,Opa3,0.043475715,0.000964009,,,
Tmem30c,,0.011758467,0.00096401,,Opalin,3.556293515,3.029243727,,,
Gm12657,,0.011692504,0.000964007,,Opcml,0,0.00096401,,,
Dleu2,,0.011669721,0.207425167,,Ophn1,0.016775593,0.000964011,,,
Gm6578,,0.011617567,0.439758433,,Oplah,0,0.00096401,,,
Map2k5,,0.011605347,0.00096401,,Opn1sw,4.68E-08,0.088712942,,,
Cbx8,,0.011594117,0.000964009,,Opn3,0.046937585,0.001112255,,,
Cog5,,0.011583486,0.000964011,,Opn5,1.75E-06,0.000964011,,,
Rnf146,,0.011581392,0.000964011,,Oprd1,3.12E-06,0.00096401,,,
Cdc42bpa,,0.011579384,0.095377775,,Oprk1,0,0.169820333,,,
Osbp,,0.011560377,0.000964011,,Oprl1,0,0.000964011,,,
Pxmp2,,0.011545982,0.606721263,,Optn,0,0.00096401,,,
Utp23,,0.011509531,0.000964011,,Orai1,0.001927574,0.00096401,,,
Slc29a4,,0.01148913,0.000964006,,Orai2,0.000148827,0.039166087,,,
Zfp30,,0.011477345,0.130975616,,Orai3,0.164114123,0.317469518,,,
Nusap1,,0.011460508,0.000964008,,Oraov1,0,0.000964008,,,
Dusp10,,0.011386824,0.000964011,,Orc1,0,0.00096401,,,
Ptpre,,0.011325728,0.000964008,,Orc2,0.092588389,0.000964009,,,
Amdhd2,,0.011278066,0.000964011,,Orc3,1.96E-06,0.00096401,,,
Map3k4,,0.011273938,0.000964011,,Orc4,0.108586333,0.000964007,,,
Usp18,,0.011191393,0.900224026,,Orc5,0.032325419,0.190721392,,,
5330434G04Rik,,0.011176447,0.000964011,,Orc6,0.214133412,1.114893503,,,
Yipf3,,0.011138046,0.000965184,,Ormdl1,0,0.000964004,,,
Hint2,,0.011112169,0.063664441,,Ormdl3,0.00868618,0.000964007,,,
Tmx4,,0.011073714,0.05601327,,Os9,0.000145875,0.000964011,,,
Smpd3,,0.011045334,0.010905947,,Osbp,0.011560327,0.00096401,,,
Gucy2f,,0.011020939,0.256677204,,Osbp2,0,0.160913738,,,
Pcdh11x,,0.011020781,0.707136829,,Osbpl11,0,0.000964009,,,
Camkk1,,0.010940504,0.00096401,,Osbpl1a,0,0.000964008,,,
Dctn5,,0.010928248,0.00096401,,Osbpl2,0.272693545,0.780271327,,,
Setd4,,0.010909481,0.66431801,,Osbpl3,0.013972956,0.000964011,,,
Taf6,,0.010898794,0.002851767,,Osbpl5,6.93E-07,0.000964008,,,
Cited2,,0.010888372,0.000964009,,Osbpl6,0.000384023,0.000964008,,,
Ms4a6c,,0.010860726,0.000968972,,Osbpl7,0.26910369,2.413543898,,,
Zfp618,,0.010849049,0.031011665,,Osbpl8,0.256584383,0.807512606,,,
Wdr43,,0.010831007,0.053009554,,Osbpl9,0.261395761,0.27875132,,,
Klre1,,0.0108071,0.527636525,,Oscp1,0.066586872,0.000964009,,,
Erh,,0.010781587,0.00096401,,Osgep,0.026391335,0.012688915,,,
Pcdhb22,,0.010742954,0.000964011,,Osgepl1,2.26E-08,0.041818325,,,
Rab23,,0.010733375,0.000964008,,Osgin1,5.71E-07,0.527509488,,,
Pex5,,0.010719343,0.000964006,,Osgin2,1.497004208,1.272539792,,,
Kcnk10,,0.010680586,0.28497055,,Osmr,0.003383905,1.190121346,,,
Acsl3,,0.010672525,0.094559726,,Osr1,0,0.00096401,,,
Rps19bp1,,0.01065354,0.000964011,,Ost4,4.071099819,4.688996043,,,
Pcdhb3,,0.010636511,0.000964009,,Ostc,0.126186662,0.272071137,,,
Top3a,,0.010633979,0.000964011,,Ostf1,0.990207072,1.035855141,,,
Tifab,,0.010601201,0.077257703,,Ostm1,0,0.000964007,,,
2610002M06Rik,,0.010549578,0.00096401,,Otof,0,0.000964011,,,
Scrn1,,0.010525715,0.000964008,,Otop2,0.00970886,0.00096401,,,
Smad3,,0.010487883,0.000964011,,Otop3,1.16E-06,0.00096401,,,
Cxcr5,,0.010485622,0.000964008,,Otub1,0.07141162,0.922211373,,,
Urm1,,0.010463814,0.000964087,,Otub2,0.031013818,0.00096401,,,
2610203C20Rik,,0.010440653,0.00096401,,Otud1,1.12E-06,0.000964009,,,
Gng8,,0.010417075,0.00096401,,Otud3,3.42E-07,0.011081704,,,
Mmp14,,0.010397082,0.000964011,,Otud4,0.009398448,0.00096401,,,
Med20,,0.010396844,0.724296571,,Otud5,0.000281996,0.00096401,,,
Ddx31,,0.010390485,0.00096401,,Otud6b,0,0.000964006,,,
Mettl22,,0.010382556,0.000964011,,Otud7a,0,0.000964008,,,
Tomm22,,0.01037236,0.000964007,,Otud7b,1.763421132,1.597996453,,,
Clic5,,0.010326486,0.000964011,,Otx1,0,0.000972423,,,
Chmp1a,,0.010317708,0.021183435,,Ovca2,0,0.000964011,,,
Snx16,,0.010312059,0.000964008,,Ovgp1,0,0.17635206,,,
Gpaa1,,0.010274496,0.097258766,,Ovol1,0,0.00096401,,,
Tcte1,,0.010259601,0.088450427,,Oxa1l,0.248135881,0.514728417,,,
Snhg9,,0.010257518,0.000964005,,Oxct1,0,0.062704388,,,
Bmp1,,0.010242128,0.13405682,,Oxld1,0,0.000964006,,,
Fam217b,,0.010206065,0.740582329,,Oxnad1,0.00472773,0.000964008,,,
1110001A16Rik,,0.01018922,0.000964011,,Oxr1,0,0.00096401,,,
Shf,,0.010181696,0.000964009,,Oxsm,0.009934138,0.086282379,,,
Gpld1,,0.010177023,0.00096401,,Oxsr1,0,0.206920467,,,
Kdr,,0.010147986,0.148444254,,Oxtr,0,0.000964009,,,
Hs3st3b1,,0.010083419,0.232718526,,P2rx1,0,0.000964011,,,
Grlf1,,0.010072635,0.000964011,,P2rx3,0.134146267,1.623711169,,,
Plcb4,,0.010053601,0.071804214,,P2rx4,1.931239361,1.82718389,,,
Cbr2,,0.010052249,0.000964008,,P2rx6,0,0.017572435,,,
Fzd5,,0.009991186,0.023519122,,P2rx7,0.009000931,0.25683481,,,
Pcdhga4,,0.00996795,0.044158256,,P2ry1,0,0.000964008,,,
Ybx2,,0.009958156,0.000964009,,P2ry12,0.015808035,0.162177429,,,
Mafk,,0.009952111,0.000964008,,P2ry13,0.130763957,1.129290137,,,
Gm11992,,0.009938229,0.051751344,,P2ry14,0,0.000964011,,,
Chst1,,0.009931124,0.000964011,,P2ry6,1.28E-07,0.00096401,,,
Tubb4a,,0.009929125,0.00096401,,P4ha1,0.394995337,0.843742655,,,
Sema5b,,0.009914009,0.071107492,,P4ha2,0,0.000964008,,,
Bcap29,,0.009898754,0.340932345,,P4ha3,0,0.000964009,,,
Tekt4,,0.009888928,0.233423399,,P4hb,0.114525051,0.000964008,,,
Eif3c,,0.009831946,0.000964008,,P4htm,0,0.000964007,,,
Galnt10,,0.009819081,0.000964008,,Pa2g4,0,0.00096482,,,
Nacc1,,0.009810998,0.000964007,,Pabpc1,0.197190306,0.034292771,,,
Rn45s,,0.009801121,0.049703085,,Pabpc1l,0.060478258,0.284911815,,,
2310045N01Rik,,0.009794112,0.000964007,,Pabpc4,0.455333952,0.00096401,,,
Smyd3,,0.009793292,0.07763749,,Pabpc4l,0,0.000964011,,,
Baiap2l2,,0.009766348,0.13350288,,Pabpc5,0,0.000964438,,,
Ranbp2,,0.009742998,0.11083173,,Pabpn1,0.590469996,1.263419906,,,
Tmppe,,0.009742985,0.265414777,,Pacrg,0.061713018,0.579257123,,,
Fbxl12,,0.009678264,0.00096401,,Pacrgl,0.000337269,0.000964011,,,
Gm6225,,0.009666499,0.68112785,,Pacs1,1.43E-06,0.000964005,,,
Iscu,,0.009657178,0.000964009,,Pacs2,1.04E-05,0.000964009,,,
Mlec,,0.009649171,0.000967497,,Pacsin1,0,0.138285302,,,
Clcn1,,0.009638176,0.555632474,,Pacsin2,5.84E-05,0.00096401,,,
Gpd1,,0.009633801,0.030812114,,Pacsin3,1.569109875,2.204843078,,,
Ptplad2,,0.009619783,0.73114786,,Padi1,0,0.00096401,,,
Dhx30,,0.009546311,0.000964008,,Padi2,0,0.000964009,,,
Cdc27,,0.00954253,0.177308163,,Paf1,1.588277895,1.698012287,,,
4930447C04Rik,,0.009510968,0.000967677,,Pafah1b1,4.806652493,0.000964008,,,
Stab1,,0.009494691,0.13906149,,Pafah1b2,1.020209366,0.836264791,,,
Isoc2b,,0.009468188,0.000964006,,Pafah1b3,2.110769688,0.921685822,,,
Chst15,,0.009447132,0.00096401,,Pafah2,0.439860203,0.207707512,,,
Cast,,0.009435924,0.000964009,,Pag1,0.337859769,0.000964005,,,
Cyr61,,0.009413054,0.424523919,,Pagr1a,0.069644942,0.21610243,,,
Arhgap4,,0.009410853,0.409971085,,Paics,0.014015038,0.022599558,,,
Zfp13,,0.009392823,1.668167056,,Paip1,0.637107699,0.78429223,,,
Art5,,0.009388221,0.141691818,,Paip2,2.182267928,1.010766693,,,
Pagr1a,,0.009381142,0.00096401,,Paip2b,0.204023432,0.052510111,,,
Ptx3,,0.009369057,0.00096401,,Pak1,0.820552623,0.000964011,,,
Grb7,,0.009354486,1.084962874,,Pak1ip1,0,0.000964007,,,
Kat5,,0.009348147,0.218577069,,Pak2,0,0.00096401,,,
Gpr98,,0.009333604,0.04944313,,Pak3,0.000201272,0.005224411,,,
Tab1,,0.009315083,0.000964011,,Pak4,0,0.299713413,,,
Nek11,,0.009311495,0.00096401,,Pak6,0.910238613,2.087003327,,,
Zfp407,,0.009305004,0.00096401,,Pak7,0,0.009412045,,,
Rltpr,,0.009304469,0.309138967,,Palb2,0,0.00096401,,,
Zfp87,,0.009292331,0.220003558,,Pald1,0.06409165,0.000964009,,,
Zfp958,,0.009253923,0.00099802,,Palld,0,0.00096401,,,
Mrpl18,,0.009242639,0.010799038,,Palm,0.159476931,0.000964011,,,
Itgae,,0.009235746,1.238920545,,Palm2,0,0.518848099,,,
Lgr4,,0.009234321,0.000964009,,Palmd,0.23370734,0.043153701,,,
Cenpn,,0.009213095,0.905638826,,Pam,1.082857013,1.423572555,,,
Tox4,,0.00916195,0.010236435,,Pam16,0.003208612,0.000964009,,,
Xrcc5,,0.009160655,0.879717622,,Pamr1,0.608476493,1.648083903,,,
Surf1,,0.00913767,0.00096401,,Pan2,0.226536886,0.496159998,,,
Mtdh,,0.009128243,0.00096401,,Pan3,0.490338295,0.430586984,,,
Fam129c,,0.009120051,0.000964713,,Pank1,0.170387713,0.311129313,,,
Birc3,,0.009095922,0.025689125,,Pank2,0.033451084,0.00096401,,,
Cul9,,0.009079788,0.006545099,,Pank3,1.060778077,0.507955139,,,
1190002N15Rik,,0.009071971,0.102002855,,Pank4,0.119570633,0.00096401,,,
Stx1a,,0.00904564,0.000964008,,Panx1,0.000359949,0.000964007,,,
Atad2,,0.009041039,0.170273723,,Panx2,0.081370993,0.455205017,,,
5730480H06Rik,,0.009004183,0.294256232,,Paox,0,0.86692523,,,
Thbs3,,0.008969027,0.050751973,,Papd4,0.378603187,0.146485827,,,
Alg13,,0.008962941,0.152446483,,Papd5,7.78E-05,1.527156872,,,
Aldh1l2,,0.008958955,0.000964009,,Papd7,3.06E-06,0.001048167,,,
Nt5c3,,0.008953801,0.000964009,,Papola,0.006965742,0.248534771,,,
Hist1h4j,,0.008952551,0.13487454,,Papolb,0.00072176,0.00096401,,,
Usp13,,0.008951462,0.000964011,,Papolg,0.205985782,0.100521556,,,
Stk4,,0.008907075,0.042203909,,Pappa,7.24E-05,0.006158185,,,
Ccdc87,,0.008899784,1.56583782,,Papss1,0.541355829,0.00096401,,,
Fam120a,,0.008899321,0.000964008,,Papss2,0.194238823,0.844646442,,,
Filip1l,,0.008886144,0.00096401,,Paqr4,0.436898371,0.027057897,,,
Gkn3,,0.008862116,0.187618176,,Paqr5,0.276210318,0.521485911,,,
Slc27a3,,0.008854739,0.000964009,,Paqr6,0,0.042278036,,,
Rdh5,,0.008827592,0.00096401,,Paqr7,3.21E-06,0.023555239,,,
Klhl8,,0.008819798,0.095928222,,Paqr8,0,0.000964008,,,
Rcc2,,0.008818334,0.149826853,,Paqr9,0,0.000964005,,,
Ica1,,0.008776933,0.134381974,,Pard3,1.701408454,4.220767,,,
Gp9,,0.008774656,0.00096401,,Pard3b,0.145127175,0.351067673,,,
Aspn,,0.008773778,0.651671322,,Pard6a,0,0.00096401,,,
2310061I04Rik,,0.008738119,0.121189118,,Pard6b,0.83149355,0.84312542,,,
Camp,,0.008735851,0.069449406,,Pard6g,0.207267602,0.008594176,,,
Iqcb1,,0.008726896,0.028743177,,Parg,0,0.00096401,,,
Sfrp4,,0.008716985,0.946168025,,Park2,0,0.000964008,,,
1700021K19Rik,,0.008703967,0.501627295,,Park7,0.000656717,0.000964009,,,
Csnk2a1,,0.00870215,0.63451203,,Parl,0.659744363,1.168374663,,,
Atg16l2,,0.008691861,0.000964011,,Parm1,0,0.738710334,,,
Ltbp1,,0.008689899,0.000964009,,Parn,1.306544171,2.036717694,,,
Scaf8,,0.008659038,0.000964009,,Parp1,0.006593266,0.169202114,,,
Stox2,,0.008652477,0.00096401,,Parp10,0.125678651,1.060519939,,,
Ptcd1,,0.008632743,0.000964008,,Parp11,0.033444814,0.21985886,,,
Cinp,,0.008623152,0.000964018,,Parp12,0.553441515,1.438654259,,,
Enox1,,0.008622595,0.000964025,,Parp14,0.239394393,4.286088658,,,
Tmem132a,,0.008621675,0.00096401,,Parp16,0,0.000964009,,,
Eri1,,0.008614042,0.471075435,,Parp2,0.01945474,0.013222323,,,
Rbms2,,0.008603673,0.51596659,,Parp3,0.150926415,0.650357277,,,
Neil2,,0.008586971,0.787535079,,Parp4,3.163755867,3.565984139,,,
Ets1,,0.008581096,0.000964009,,Parp6,0,0.005221048,,,
Lrrn4cl,,0.008577505,10.04972255,,Parp8,0,0.000964009,,,
Ybey,,0.008561893,0.000964008,,Parp9,0.344283641,0.761351144,,,
Fdps,,0.008541224,0.000964008,,Parpbp,0,0.000964011,,,
Tgif1,,0.008519055,0.00096401,,Pars2,1.46E-07,0.000964008,,,
Tsr1,,0.008467118,0.001072807,,Parva,1.30581891,2.137699074,,,
Atxn1l,,0.008460078,0.00096401,,Parvb,0,0.000964007,,,
0610011F06Rik,,0.00841298,0.00096401,,Parvg,0.513834978,0.720278694,,,
Nrm,,0.008396642,0.000964009,,Pask,0,0.000964009,,,
Zbtb40,,0.008395385,0.000964008,,Patl1,0.706536596,0.761809305,,,
Bloc1s5,,0.008388161,0.000964006,,Patz1,0.152910316,0.114415927,,,
Bloc1s2a,,0.00838078,0.244094311,,Pawr,0.000451355,0.00096401,,,
Efnb2,,0.008378476,0.003174913,,Pax6,1.397830108,1.270952609,,,
Thap3,,0.008343508,0.000964097,,Pax6os1,0,0.058389201,,,
E130309F12Rik,,0.008299304,0.067868481,,Paxbp1,0.810140767,0.882556919,,,
Ago3,,0.008291439,0.000964014,,Paxip1,1.993002824,2.264585917,,,
Adcy9,,0.008290498,0.014276981,,Pbdc1,0.000215281,0.000964007,,,
Tufm,,0.008257101,0.015140638,,Pbk,0,0.00096401,,,
Fxn,,0.008253859,0.000964011,,Pbld2,0,0.00096401,,,
H2-Ab1,,0.008240279,0.000964009,,Pbrm1,0.00907808,0.73153369,,,
Arhgap31,,0.008235883,0.135562786,,Pbx1,0.031136026,0.97562297,,,
Trappc13,,0.008223035,0.000964007,,Pbx2,0,0.00096401,,,
Egln1,,0.008202841,0.000964011,,Pbx3,0.000693527,0.000964009,,,
Cecr2,,0.008188141,0.00096401,,Pbx4,0,0.000964008,,,
Tdrd6,,0.008140056,0.688400195,,Pbxip1,0,0.000964009,,,
Uchl5,,0.008139659,0.00096401,,Pcbd1,0.026946558,0.000964009,,,
A530058N18Rik,,0.008133749,0.014139133,,Pcbd2,0.000242165,0.000964007,,,
Mlycd,,0.008063224,0.205308643,,Pcbp1,2.884522282,2.18152145,,,
Dhps,,0.008042887,0.867613332,,Pcbp2,0,0.00096401,,,
Rplp2,,0.008015197,0.000964011,,Pcbp3,0.000174617,0.038665875,,,
Ngf,,0.008012167,0.00096401,,Pcbp4,0.394587162,0.000964009,,,
Creb3l2,,0.007983026,0.678851957,,Pcca,0,0.192842962,,,
Rhbdd1,,0.007982829,0.390760042,,Pccb,0.190009101,1.395618562,,,
Zfp952,,0.007951932,0.000964007,,Pcdh1,0.006365989,0.019115886,,,
Large,,0.007945592,0.000964009,,Pcdh10,0,0.314298025,,,
Nceh1,,0.007937446,0.004268296,,Pcdh11x,0.036444574,0.2520067,,,
Metrnl,,0.007893831,0.000964009,,Pcdh12,1.17E-06,0.00096401,,,
Rgs17,,0.007891308,0.018341578,,Pcdh15,0.090149171,0.111906488,,,
Akap17b,,0.007877034,0.000964009,,Pcdh17,0,0.000964009,,,
Nanos1,,0.007839079,0.000964009,,Pcdh18,0.475839564,0.369971662,,,
Tbc1d20,,0.007829695,2.006533739,,Pcdh19,0,0.000964008,,,
Rragc,,0.007828485,0.000964008,,Pcdh20,0,0.018054494,,,
Mki67ip,,0.007818051,0.000964007,,Pcdh7,0.183786158,0.344705346,,,
Wnt2b,,0.007816841,0.772632857,,Pcdh8,0.090941257,0.000964011,,,
Tmem97,,0.00781457,0.005057125,,Pcdh9,0,0.000964011,,,
Fbxw17,,0.007801708,0.000964011,,Pcdha10,0,0.000964011,,,
Zfp367,,0.007783121,0.00096401,,Pcdha2,0.005837829,0.000964009,,,
Gabrr1,,0.007783069,1.83914186,,Pcdha3,7.87E-08,0.000964011,,,
Ppp4r1,,0.007770533,0.528278219,,Pcdha7,0,0.000964011,,,
Marveld1,,0.007767213,0.362928605,,Pcdhac2,3.91E-07,0.000964011,,,
Brf1,,0.007684829,0.00096401,,Pcdhb10,0.270570172,1.453412843,,,
