gene,sv_genes_spatialde,LLR_gpcounts,LLR_spatialde,sv_genes_gpcounts,gene_sh,llr_gpcounts_shuffled,LLR_shuffled,sv_genes_gpcounts_shuffled,sv_genes_spatialde_shuffled,sv_genes_spark
Ubxn11,,0.02302937,0.00096415,,Nelfcd,0.050719748,0.000964009,,,
Ier3,,0.023022686,0.001672028,,Nelfe,0,0.000964011,,,
Zfand1,,0.022969819,0.073823665,,Nell1,0.380439873,0.396711985,,,
Ift122,,0.022947196,0.000964011,,Nell2,0.068121388,0.000964009,,,
Nln,,0.022932921,0.302469389,,Nemf,0,0.000964011,,,
Slc45a1,,0.02292107,0.04393589,,Nenf,0.263022367,0.224509907,,,
Nmd3,,0.022918327,0.06110476,,Neo1,0,0.00764762,,,
Tmem151b,,0.022877461,0.616455922,,Nes,0.00051259,0.00096401,,,
Sema6b,,0.022867944,0.187605379,,Net1,0,0.012287771,,,
B3galnt2,,0.022858976,0.027804752,,Neto1,0.069054413,0.423915525,,,
Mcoln1,,0.022809701,0.000964011,,Neto2,0.014943121,0.234833815,,,
Atf3,,0.022798314,0.945853321,,Neu1,1.669915492,2.216929398,,,
Zfp64,,0.022790408,0.006414444,,Neu2,0.741055582,1.653555714,,,
Drc1,,0.022745921,0.000964009,,Neu3,0,0.00096401,,,
Ncbp1,,0.022699129,0.340816436,,Neu4,0,0.000966352,,,
Dfna5,,0.022673837,0.000964011,,Neurl1a,0.447075383,0.000964243,,,
Igsf10,,0.022654378,0.147308667,,Neurl1b,0.100427571,0.000964008,,,
Ska2,,0.022640988,0.00096401,,Neurl2,0.000129807,0.013586433,,,
Timm10b,,0.022583513,0.000964012,,Neurl4,0.013318916,0.00096401,,,
Bivm,,0.022571938,0.00096401,,Neurod1,1.64E-06,0.639929687,,,
Trim8,,0.022560319,0.000964009,,Neurod2,0,0.000964008,,,
Fam73b,,0.02254605,0.129652596,,Neurod6,0.65916336,2.11378206,,,
Acp1,,0.022525806,0.00096401,,Neurog2,1.37E-06,0.000964011,,,
Gm9897,,0.022512979,0.776298724,,Nexn,0.107323083,0.176472928,,,
Apex2,,0.022424608,0.00096401,,Nf1,0.744948065,0.339250278,,,
Fkbpl,,0.022386351,0.674776314,,Nf2,0.759955195,0.782566033,,,
Stxbp3a,,0.022314761,0.101041951,,Nfasc,0.904344203,0.000964011,,,
Yae1d1,,0.022281446,0.003384393,,Nfat5,0.220313188,0.000964009,,,
Tekt2,,0.02226312,0.060342232,,Nfatc1,0,0.000964818,,,
Hax1,,0.022257734,0.00096401,,Nfatc2,0.141896215,0.437257687,,,
Chsy1,,0.022257176,0.217337128,,Nfatc2ip,0,0.000964008,,,
Prkab2,,0.022209121,0.223913385,,Nfatc3,0.124839312,0.000964009,,,
Gm6524,,0.022190235,0.318929103,,Nfatc4,1.50E-06,0.00096401,,,
Fbxo7,,0.022176707,0.062109909,,Nfe2l1,0,0.000964008,,,
Ide,,0.022114859,0.000964011,,Nfe2l2,0.711092417,0.182611342,,,
Mga,,0.022101716,0.279651305,,Nfe2l3,0,0.00096401,,,
St6galnac2,,0.022079275,1.000688375,,Nfia,0.009523892,0.635998112,,,
Psmc3ip,,0.022062271,0.111769968,,Nfib,0.040832331,0.000964008,,,
Tbc1d10c,,0.022032748,0.23156656,,Nfic,3.563184733,3.24164711,,,
Lgr6,,0.022029559,0.065757754,,Nfil3,0.439961952,0.363711826,,,
Lenep,,0.021928811,0.011795539,,Nfix,0.148813093,0.446021631,,,
Mgmt,,0.021922531,0.13195884,,Nfkb1,0.030348085,0.128680001,,,
C2cd3,,0.021887342,0.489694694,,Nfkb2,0.172898618,0.332777964,,,
Fbxw5,,0.021845864,0.000964007,,Nfkbia,0,0.000964009,,,
Ajap1,,0.021845584,0.000964009,,Nfkbib,0.269924609,0.19822514,,,
Mex3a,,0.02181337,0.000964009,,Nfkbid,0,0.000964008,,,
Rbm45,,0.021793949,0.009912509,,Nfkbie,0.003173468,0.00096401,,,
Chd9,,0.021791023,0.07223596,,Nfkbil1,2.240590539,2.612523209,,,
Lpar6,,0.021760384,0.00096401,,Nfkbiz,0.00196374,0.034473377,,,
Tmem141,,0.021748321,0.00096401,,Nfrkb,1.350772274,1.597546448,,,
Agbl5,,0.02172611,0.000964011,,Nfs1,0,0.112185449,,,
Cnpy4,,0.021725101,0.224601814,,Nfu1,0.017560791,0.000964009,,,
Rpl12,,0.021655961,0.000964011,,Nfx1,0.021136974,0.295605558,,,
Cenpm,,0.021643819,0.118877503,,Nfxl1,0.073036946,0.000964009,,,
Vamp1,,0.021618473,0.143172987,,Nfya,0,0.000997471,,,
Mad2l1bp,,0.021590789,0.000964009,,Nfyb,0.133231155,0.000964327,,,
Nedd4l,,0.021573475,0.000964009,,Nfyc,0,0.00096401,,,
Vwa5b2,,0.021564087,0.219479215,,Ngb,0,0.000964011,,,
Ctla2a,,0.021556476,0.000964011,,Ngdn,0.456683204,1.181127644,,,
Tbc1d5,,0.021504721,0.169088016,,Ngef,0.552350914,0.53463166,,,
Gm14164,,0.021464114,0.173147462,,Ngf,0.008012122,0.00096401,,,
Stac3,,0.021459494,0.884718242,,Ngfr,0.068798895,0.153195462,,,
Eci3,,0.02145718,0.616069585,,Ngfrap1,0.117275937,1.312018982,,,
Vasn,,0.021392506,0.00096401,,Ngly1,0,0.000964008,,,
Ddx41,,0.021386247,0.000974587,,Ngp,0.869657908,1.050214523,,,
Dock4,,0.021356981,0.000964012,,Ngrn,1.806189753,1.221548132,,,
Cftr,,0.021322687,0.002319119,,Nhej1,0.012659727,0.002968239,,,
Psen1,,0.021277102,0.025618348,,Nhlh2,4.13E-07,0.001907522,,,
Grtp1,,0.021216813,0.000964009,,Nhlrc1,0,0.00096401,,,
Smad4,,0.021203592,0.000964009,,Nhlrc2,0,0.000964007,,,
Bcl2l2,,0.021121552,0.05808989,,Nhlrc3,2.32E-08,0.000964011,,,
Rnasel,,0.021101341,0.143265967,,Nhp2,0.051132947,0.000964008,,,
St8sia5,,0.021094887,0.000964007,,Nhp2l1,0.206824395,0.225838382,,,
Gtf2ird2,,0.02108399,0.001257023,,Nhs,0.312271158,12.1126484,,,
Tsen34,,0.021070029,0.17635001,,Nhsl1,0.181399688,0.024362859,,,
Nsmce4a,,0.021031022,0.000964011,,Nhsl2,0.106357936,0.227287164,,,
Cog7,,0.02101656,0.118055125,,Nicn1,0,0.00096401,,,
2810011L19Rik,,0.02100979,0.000964008,,Nid1,0.240762862,0.131038122,,,
Bcar1,,0.020977296,0.000964009,,Nid2,0,0.00096401,,,
Mtg1,,0.020945167,0.407215907,,Nif3l1,0.023431993,0.00096998,,,
Naf1,,0.020923818,0.579387483,,Nim1,0.131052257,0.000964006,,,
Gm10364,,0.020902489,0.10656076,,Nin,0.060809587,0.000964009,,,
Sh3tc1,,0.020829049,0.551423363,,Ninj1,0.450703069,0.178746843,,,
Zkscan2,,0.020815012,0.770299662,,Ninj2,0.012741499,0.002209965,,,
Nudt9,,0.020802129,0.000964009,,Ninl,0,0.000964008,,,
Xxylt1,,0.020713738,0.00096401,,Nip7,0.02732032,0.00096401,,,
Amy1,,0.02070308,0.000964113,,Nipa1,2.778035447,2.228202263,,,
Tenm4,,0.020700284,0.153916062,,Nipa2,0,0.00096401,,,
Pkdrej,,0.020664728,0.103250067,,Nipal2,7.45E-07,0.041560542,,,
Mcat,,0.020650947,0.03623087,,Nipal3,0.154263822,0.000964011,,,
Tfap2c,,0.020644074,0.000964008,,Nipal4,0.001934823,0.251510855,,,
Il17rd,,0.020643811,0.000964006,,Nipbl,0.143496038,0.000964008,,,
Mapk3,,0.020604617,0.000964008,,Nipsnap1,0,0.00096401,,,
Nom1,,0.020603567,0.000964731,,Nipsnap3b,0.231564985,0.005229698,,,
Sox18,,0.020574752,0.443813522,,Nisch,0.96636322,1.233983963,,,
Fam132b,,0.020561662,0.000965181,,Nit1,0.354710064,0.000983171,,,
Med28,,0.02050907,0.000964007,,Nit2,0.1325318,0.035798658,,,
Zfp536,,0.020479976,1.424927981,,Nkain1,0.026679234,0.078563508,,,
Zfp759,,0.020415774,0.092409356,,Nkain2,0.003327668,0.00096401,,,
Isca2,,0.020358512,0.000964011,,Nkain4,0.246850608,0.376456433,,,
1700066M21Rik,,0.020342847,0.690390733,,Nkap,1.219835147,2.036398425,,,
Tmem191c,,0.020324397,0.000964007,,Nkd1,0.008669773,0.020821319,,,
3110001D03Rik,,0.020281208,0.000964008,,Nkd2,0.127998663,0.00096401,,,
Kin,,0.020215674,0.342816215,,Nkiras1,0.740549144,0.000964006,,,
Nudc,,0.020215079,0.774365269,,Nkpd1,0.000149134,0.00096401,,,
Qrsl1,,0.020159411,0.000964008,,Nkrf,0.005018292,0.917482778,,,
Lipo1,,0.020153123,0.244876492,,Nktr,0.000940598,0.000964011,,,
Thra,,0.020146759,0.315219094,,Nkx2-2,0.000198292,0.402739586,,,
Inpp4b,,0.020140092,0.00192063,,Nkx2-9,3.73E-06,0.00096401,,,
Cyp7b1,,0.02013367,0.000964011,,Nkx3-1,0,0.080681986,,,
Zfp873,,0.020097187,0.000964008,,Nkx6-2,0.364994784,0.516677032,,,
Pla2g15,,0.02008856,0.000964009,,Nle1,0.501122499,0.27571536,,,
Ppm1m,,0.020031462,0.086688364,,Nlgn1,0.000142296,0.000964005,,,
Srpx,,0.020015178,0.143271021,,Nlgn2,0.325425081,0.959033248,,,
Ndufb7,,0.020010324,0.10940852,,Nlgn3,0,0.000964008,,,
Dnase1l2,,0.020010265,0.00096401,,Nlk,0.086788935,0.00096401,,,
Acot8,,0.020005965,0.007196661,,Nln,0,0.216525107,,,
St3gal5,,0.019929219,0.000964009,,Nlrc4,0,0.000964011,,,
Arl14ep,,0.019911381,0.00096401,,Nlrc5,0,0.00096401,,,
Sfrp2,,0.019906029,0.043340735,,Nlrp10,0.010178636,0.000970971,,,
Zfp72,,0.019901075,0.183089741,,Nlrp5-ps,0,0.000964011,,,
Fam92b,,0.019857419,1.18859236,,Nlrx1,0,0.217037485,,,
Rbp4,,0.019845236,1.589341306,,Nmb,0.021988299,0.001363588,,,
Ssr2,,0.019841923,0.010933362,,Nmbr,1.01E-06,0.00096401,,,
Rilpl1,,0.019834387,0.00096401,,Nmd3,0.519673986,1.007089607,,,
Pnpla6,,0.019827236,0.00096401,,Nme1,4.721160103,0.000964011,,,
Tmem55a,,0.019803855,0.000964008,,Nme2,0.139895869,0.000964009,,,
Sep-06,,0.01973772,0.00096401,,Nme3,0,0.000964009,,,
Ccnl1,,0.019681177,0.029367756,,Nme4,0.054602796,0.000964009,,,
Efnb1,,0.019668651,0.000964007,,Nme5,0.000528204,0.752052194,,,
Pnma3,,0.019646486,0.000967349,,Nme6,1.29202145,1.371662741,,,
Fam114a1,,0.01962539,0.000964007,,Nme7,0.746134733,1.24635986,,,
Pigb,,0.019603946,0.000964009,,Nmi,0.003151627,0.00096859,,,
Qtrtd1,,0.019488795,0.000964011,,Nmnat1,2.65E-08,0.000964011,,,
Farsb,,0.019459753,0.000964009,,Nmnat2,0.037909579,0.140323935,,,
Ring1,,0.019341178,0.031405106,,Nmnat3,0.005923304,0.000964008,,,
Sh2d3c,,0.01932932,0.000964011,,Nmral1,0,0.00096401,,,
Zc3hav1l,,0.019328313,0.001112265,,Nmrk1,0,0.00096401,,,
Ikbkg,,0.019310243,0.059547185,,Nmrk2,0,0.00096401,,,
Pld5,,0.019266695,0.179090569,,Nmt1,0.675143391,1.181146315,,,
Gtf3c4,,0.019136956,0.000968735,,Nmt2,0.559352828,1.378521072,,,
Peg3,,0.019114982,0.098507425,,Nnat,1.542656824,0.000964006,,,
Tlk1,,0.019101313,0.000964008,,Nnt,0,0.000964011,,,
Ttc32,,0.019079103,0.000964009,,Noa1,0.000172671,0.000964008,,,
Tagap,,0.019050138,0.000964009,,Nob1,0,0.000964009,,,
Dpagt1,,0.018995915,0.000964009,,Noc2l,0.310956951,1.141488597,,,
Susd5,,0.018994301,0.178270604,,Noc3l,0,0.234908328,,,
3830408C21Rik,,0.018979314,0.000964011,,Noc4l,0.40232329,0.537528598,,,
Uqcrfs1,,0.018966958,0.00096401,,Nod1,0.003095935,0.000964009,,,
Pkd2l1,,0.018948828,0.256528892,,Nod2,0,0.000964011,,,
Ddi2,,0.018922051,12.99303855,,Nodal,0.038953478,1.450002591,,,
A4galt,,0.018892286,1.016414358,,Nog,0,0.24056735,,,
Chrna4,,0.018865453,0.00096401,,Nol10,0,0.000964008,,,
9130019O22Rik,,0.018835499,0.980483578,,Nol11,0,0.000964006,,,
Cbr1,,0.018832106,0.031819183,,Nol12,0.079124788,0.000964006,,,
Api5,,0.018801102,0.087025925,,Nol3,0.124133008,0.890716249,,,
Tnfrsf12a,,0.018761191,0.510826458,,Nol4,4.93E-06,0.000964006,,,
1700017B05Rik,,0.01873212,0.000964011,,Nol6,0.099644869,0.000964008,,,
Prg4,,0.018731299,0.00096401,,Nol7,0.013572904,0.076951932,,,
Peg10,,0.018727051,0.129767324,,Nol8,0.010883129,0.520166369,,,
Tgds,,0.01871402,0.000964009,,Nol9,0.064039039,0.008367252,,,
Cd164l2,,0.018689145,0.000964009,,Nolc1,0.993646414,0.649108086,,,
Ndufaf5,,0.018667797,0.164741718,,Nom1,0.407883213,0.117212426,,,
2010111I01Rik,,0.018648048,0.000970732,,Nomo1,0.126770245,0.256251562,,,
Snx24,,0.018608705,0.000964007,,Nono,0.214578839,0.454463929,,,
Ogfr,,0.018598689,0.118601851,,Nop10,0.566390188,0.977762872,,,
Pdcd11,,0.018541915,0.000964008,,Nop14,0.284343361,0.171422812,,,
Gem,,0.018541277,0.056944097,,Nop16,0.024158948,0.081856535,,,
Psmc1,,0.018506146,0.000964009,,Nop2,0.983815583,1.674589194,,,
Trim13,,0.0184937,0.263933714,,Nop56,1.547478174,1.647571772,,,
Zfp622,,0.018455335,0.133407378,,Nop58,0.004186896,0.000964012,,,
Dgka,,0.018442459,0.914928076,,Nop9,0.109710266,0.039162777,,,
Tmem39b,,0.018413544,0.000964059,,Nos1,2.46E-06,0.003645545,,,
Clns1a,,0.018399408,0.000964009,,Nos1ap,0,0.00096401,,,
Abcc3,,0.018373931,2.735520062,,Nos3,0,0.000964007,,,
Nsfl1c,,0.018369586,0.077855502,,Nosip,0.217899395,0.000964009,,,
Astn2,,0.018356273,0.00096401,,Nostrin,1.276079745,1.880962269,,,
Sco1,,0.01834967,0.000964011,,Notch1,0.074441091,0.354834908,,,
Amhr2,,0.018330082,0.313909901,,Notch2,1.644863792,0.813080738,,,
Map3k10,,0.018311372,0.049043815,,Notch3,0,0.000964009,,,
Bin2,,0.018305201,1.315083955,,Notch4,0.068797292,0.00096401,,,
Rfx1,,0.018282727,0.000964008,,Notum,0.000350624,0.00096401,,,
Psma1,,0.018273008,1.076278314,,Nov,0.63683339,0.588729735,,,
Lacc1,,0.018217417,0.022725459,,Nova1,1.274269673,1.434561718,,,
Nudt8,,0.018204576,0.002120848,,Nova2,0.748784655,0.888249164,,,
Dusp12,,0.018180441,0.162518251,,Noxo1,0.308704562,0.432201022,,,
Pkd1l3,,0.018170134,1.829864295,,Noxred1,0,0.000964008,,,
Mmp23,,0.018146182,0.142214463,,Npas1,6.13E-06,0.000964011,,,
Elk3,,0.018110415,0.000964011,,Npas2,0.024336747,0.02511389,,,
D630037F22Rik,,0.018000902,0.000964008,,Npas3,0.128024765,0.868345395,,,
Fam134a,,0.01799451,0.00096401,,Npas4,0,0.000964011,,,
Samsn1,,0.01798182,0.000964011,,Npat,0.49374754,0.281202097,,,
Ptbp3,,0.017909287,0.741937429,,Npb,5.47E-07,0.158376811,,,
Cers6,,0.017875278,0.000966056,,Npc1,0.140666834,0.149485908,,,
Mdga1,,0.017857552,0.000964011,,Npc2,0.197489486,1.097141933,,,
C630020P19Rik,,0.017854289,0.000964011,,Npdc1,0.4336504,0.549447183,,,
Zfp593,,0.017824765,0.00096401,,Npepl1,0,0.002952486,,,
Ckap5,,0.017797972,0.000964188,,Npepps,1.01E-06,0.000964009,,,
Tbc1d10a,,0.017795573,0.00096401,,Npff,0,0.00096401,,,
Dpysl4,,0.017794946,0.000964008,,Npffr2,1.69E-07,0.000964009,,,
Snrpf,,0.01776495,0.028009433,,Nphp1,0,0.000964008,,,
Fam175b,,0.017763179,0.596506409,,Nphp3,0,0.000964011,,,
Snrpe,,0.017721762,0.00096401,,Nphp4,0.341511054,0.194245524,,,
Mrps25,,0.017712354,0.034559501,,Nphs2,0.102287453,0.722237821,,,
Mrpl24,,0.017703476,0.000964012,,Npl,0,0.000964008,,,
Folh1,,0.017673786,0.000964009,,Nploc4,0,0.044777323,,,
Cse1l,,0.017663113,0.000964011,,Npm1,0,0.000964008,,,
Rabac1,,0.01764945,0.000964177,,Npm3,1.352586713,1.022410355,,,
Parl,,0.017632756,0.00096401,,Npm3-ps1,0.1953839,0.001056629,,,
Adam10,,0.017614775,0.113092977,,Nppa,0.450820203,0.000964009,,,
Yod1,,0.017598461,0.795619958,,Nppb,0,0.00096401,,,
4732456N10Rik,,0.017586666,0.259254518,,Nppc,0.073430274,0.213637039,,,
Lig1,,0.017557751,0.000964009,,Npr1,1.611822794,0.000964009,,,
Dagla,,0.017543944,0.000964011,,Npr2,0,0.000964008,,,
Nit2,,0.017541962,0.000964009,,Npr3,0.239097301,2.495469973,,,
Epb4.1l4a,,0.017436749,0.00096401,,Nprl2,0,0.000964011,,,
Tmem216,,0.01740741,0.000964009,,Nprl3,0.324966652,3.21507828,,,
Sugp2,,0.017383515,0.00096401,,Nptn,5.213441802,0.03070467,,,
Ap4s1,,0.017380779,0.00096401,,Nptx1,0.169703862,0.000964011,,,
Ssu72,,0.017350238,0.000964011,,Nptx2,0.537817029,0.000964009,,,
Otx1,,0.017328833,0.540868169,,Npy,9.988567615,0.000964008,,,
Mtrf1l,,0.017313753,0.00096401,,Npy1r,0.127996411,0.000964229,,,
Zfp213,,0.017310934,0.000964007,,Npy5r,1.106178695,2.246409688,,,
Emc9,,0.017290663,0.269013686,,Nqo1,5.92E-05,0.000964011,,,
Dvl2,,0.017274757,0.388328706,,Nqo2,0,0.000964011,,,
Kcnj11,,0.017268584,0.282258122,,Nr1d1,0.000381964,0.000964011,,,
Harbi1,,0.017210087,0.000973655,,Nr1d2,1.201920023,0.845498942,,,
Wdr73,,0.017168358,0.00096401,,Nr1h2,0.012968716,0.207037717,,,
Dennd1b,,0.017166919,0.000964011,,Nr1h3,0.001398614,0.000964011,,,
Trex1,,0.017094026,0.07989706,,Nr1i3,5.03E-07,0.000964011,,,
Csf1,,0.017063403,0.238566146,,Nr2c1,1.19E-06,0.000964008,,,
Ifrd2,,0.017029034,0.000964007,,Nr2c2,0.5467718,0.67862517,,,
Trappc2,,0.017023966,0.000964009,,Nr2c2ap,2.37E-05,0.047155709,,,
Mgat4a,,0.01701122,0.849571039,,Nr2e1,2.16E-07,0.000964006,,,
Il11ra1,,0.016978249,0.194397927,,Nr2f1,0.079868239,0.000964156,,,
Ing2,,0.016974723,0.000964009,,Nr2f2,2.174836795,0.222726671,,,
Rpl36a,,0.01697151,0.000964006,,Nr2f6,0.048191212,0.000964009,,,
Fam160b2,,0.016929783,0.345109313,,Nr3c1,0.971474058,0.000964011,,,
Gar1,,0.016923667,0.284033398,,Nr3c2,2.84E-09,0.000964009,,,
Glcci1,,0.016906302,0.000964007,,Nr4a1,0.704131266,0.216742894,,,
Cacna1e,,0.016902112,0.151824056,,Nr4a2,0.012779137,0.000964008,,,
Gpr115,,0.016896823,0.703579649,,Nr4a3,0,0.000964011,,,
AI837181,,0.016882797,0.000964008,,Nr6a1,0.028819184,0.034075693,,,
Cacna1a,,0.016851437,0.000964008,,Nradd,1.06E-08,0.030279253,,,
Renbp,,0.016819124,0.028571523,,Nrap,0,0.00096401,,,
Smyd5,,0.016817113,0.000968082,,Nrarp,1.999219638,0.230274681,,,
Fbxo38,,0.016772815,0.00096401,,Nras,0.588085243,0.161355,,,
Impa2,,0.016767629,1.051051497,,Nrbf2,0.439003924,0.515362121,,,
Hspa4,,0.016760278,0.000964009,,Nrbp1,1.79E-06,0.004223032,,,
Ehmt1,,0.016751871,0.00096401,,Nrbp2,0.000172728,0.496289374,,,
Kbtbd3,,0.016729898,0.122005509,,Nrcam,0.025728675,0.00096401,,,
Phpt1,,0.016718817,0.000964009,,Nrd1,8.32E-05,0.01021446,,,
Ap5s1,,0.016712225,0.000964009,,Nrde2,1.391356219,0.863205422,,,
Krt1,,0.016706936,0.000964008,,Nrep,3.415462035,0.975900881,,,
Wdr25,,0.016658824,0.15664349,,Nrf1,1.894634031,2.216265823,,,
Vcpip1,,0.0166377,0.447379444,,Nrg1,0.004128533,0.000964009,,,
Uckl1,,0.016633757,0.002837241,,Nrg2,0,0.000964011,,,
Cmc2,,0.016620537,0.246800062,,Nrg3,1.08E-08,0.00096401,,,
Cpeb1,,0.016578307,0.000964011,,Nrg4,0,0.00096401,,,
Mettl25,,0.016555163,0.019613127,,Nrgn,4.905602579,0.761738246,,,
Atxn2,,0.016551221,0.145329173,,Nrip1,0,0.00096401,,,
Zfp738,,0.01650014,0.137826626,,Nrip2,0.000994764,0.102272858,,,
Tmem98,,0.016471155,0.01796015,,Nrip3,4.709632118,0.000964008,,,
2510039O18Rik,,0.016430674,0.000964009,,Nrl,0.000130158,0.00096401,,,
Gstz1,,0.016366689,0.000964009,,Nrm,0.040212827,0.089830415,,,
Atp13a1,,0.016350542,0.204125967,,Nrn1,5.07E-06,0.176135248,,,
Zfp418,,0.016330724,0.155144127,,Nrn1l,0.032498089,0.000964009,,,
Xpa,,0.016302059,0.00096401,,Nron,4.77E-07,0.000964011,,,
Plekho1,,0.016272864,0.00096401,,Nrp,0,0.000964011,,,
Smarcal1,,0.016262972,0.00096401,,Nrp1,0.801465211,0.871229117,,,
Clec11a,,0.016248198,0.000964007,,Nrp2,0.031640874,0.096000086,,,
Cope,,0.01621851,0.111152511,,Nrsn1,4.502903279,0.000964009,,,
Coasy,,0.016206077,0.000964007,,Nrsn2,0.058903094,0.000964011,,,
Carhsp1,,0.016200978,0.000964009,,Nrtn,0.882058273,2.463745227,,,
Kctd7,,0.01613429,0.000964009,,Nrxn1,0.263285289,0.437879632,,,
Ttc4,,0.016120538,0.000964011,,Nrxn2,0,0.00096401,,,
Atp11b,,0.016097442,0.00096401,,Nrxn3,0,0.00096401,,,
Sema3f,,0.016029082,0.000964011,,Nsa2,0.476445746,0.092587959,,,
Ppapdc2,,0.0160219,0.739145012,,Nsd1,0.469895197,0.007810903,,,
Fam229b,,0.016016495,0.000964009,,Nsdhl,0.021381672,0.000964008,,,
Tpm2,,0.015993722,0.001294669,,Nsf,0.637567019,0.411192559,,,
Gosr2,,0.015922433,0.591447719,,Nsfl1c,0,0.077673601,,,
Gm15455,,0.015890878,0.012660927,,Nsg1,0.010090259,0.110067562,,,
Trmt12,,0.015873738,0.058388101,,Nsg2,4.854948394,0.193473371,,,
Pqlc1,,0.015868056,1.051446131,,Nsl1,0,0.00096401,,,
Bean1,,0.015856306,0.23760828,,Nsmaf,1.581879516,1.274486705,,,
Rnf144b,,0.015856077,0.000967716,,Nsmce1,0.358656359,0.00096401,,,
Pold2,,0.01578759,0.00096401,,Nsmce2,0,0.000964009,,,
Ctsz,,0.015748151,0.000964007,,Nsmce4a,0.02101961,0.000964009,,,
Baiap3,,0.015694757,0.087124674,,Nsmf,0,0.00096401,,,
Trmu,,0.015654762,0.000964011,,Nsun2,0.042602373,0.13031018,,,
Rnpep,,0.015648693,0.025954012,,Nsun3,0,0.00096401,,,
Nccrp1,,0.015534923,0.028959553,,Nsun4,0.000747975,0.000964011,,,
Gnptg,,0.015525219,0.000964012,,Nsun5,0.094036886,0.137798806,,,
Chic2,,0.015512973,0.000964009,,Nsun6,0.005434593,1.290835803,,,
Hist3h2bb-ps,,0.015474572,0.00096401,,Nsun7,0,0.056444771,,,
Rrp12,,0.015454724,0.075915152,,Nt5c,0.000772645,0.022826289,,,
Rlf,,0.015438657,0.000964011,,Nt5c2,0.025650861,0.362347316,,,
Ube2f,,0.015417421,0.036431956,,Nt5c3,0.008953791,0.000964011,,,
Lmbr1l,,0.015358153,0.754430837,,Nt5c3b,0.012838425,0.09762208,,,
Ldlrad4,,0.015348233,0.163619085,,Nt5dc1,0.000670067,0.000964008,,,
Ccnk,,0.015293407,0.000964011,,Nt5dc2,0.161128476,0.000964009,,,
Nme3,,0.01527862,0.087733178,,Nt5dc3,0.203426842,0.000964009,,,
Enpep,,0.015276144,0.000964009,,Nt5e,0,0.000964011,,,
Mical1,,0.015261513,0.315574851,,Nt5m,0.418092951,0.358136184,,,
8030462N17Rik,,0.015252478,1.894413815,,Ntan1,0,0.542827776,,,
Runx2,,0.015249259,0.000964009,,Ntf3,4.80E-07,0.00096401,,,
Gpr45,,0.015176163,0.00096401,,Nthl1,0.44196108,3.041808243,,,
Egln3,,0.015173671,0.005489685,,Ntm,0.641834737,0.465330158,,,
Gabrb1,,0.015128101,0.000964008,,Ntmt1,0,0.000964011,,,
4930469G21Rik,,0.01506947,0.000964009,,Ntn1,0.002137929,0.736063482,,,
Sema4d,,0.015046238,0.000964009,,Ntn3,0,0.000964011,,,
Suv420h2,,0.015031578,0.086093303,,Ntn5,0,0.00096401,,,
Tmod4,,0.015001945,0.32387787,,Ntng1,0.760318519,0.000964007,,,
Thrap3,,0.014997704,0.00096401,,Ntpcr,4.32E-06,0.00096401,,,
Lrpap1,,0.014989963,0.165444985,,Ntrk2,4.841884992,0.00096401,,,
Clca2,,0.014948035,0.00096401,,Ntrk3,2.213345226,1.755542142,,,
2610002J02Rik,,0.014906701,0.275030344,,Nts,0.047808645,0.000964008,,,
Setd7,,0.014884458,0.031311716,,Ntsr1,0,0.000965409,,,
Ahdc1,,0.014873679,0.000964011,,Ntsr2,0.11495815,0.000964009,,,
B3galt6,,0.014841346,0.000964011,,Nuak1,0.015631952,1.234706995,,,
Spin4,,0.014802009,0.000964009,,Nuak2,0,0.00096401,,,
Ncoa1,,0.014735261,0.00096401,,Nub1,7.14E-05,0.00096401,,,
Ube2cbp,,0.014728578,0.014868138,,Nubp1,0.26292783,0.74409796,,,
Axin1,,0.014716013,0.000964007,,Nubp2,0.08506094,0.512762791,,,
Ube2t,,0.014710667,0.143755212,,Nubpl,0,0.040494467,,,
Taf9b,,0.014642413,0.00096401,,Nucb1,0.000249216,0.087844561,,,
Zfp354b,,0.014638672,0.016662504,,Nucb2,0.026112226,0.029177862,,,
Plekhg5,,0.014619555,0.000964011,,Nucks1,9.26E-05,0.00096401,,,
Mtap,,0.014616846,0.016954414,,Nudc,0,0.000964011,,,
Ric3,,0.014590671,0.000964008,,Nudcd1,7.08E-06,0.059677325,,,
Cep192,,0.014583304,0.003487419,,Nudcd2,0,0.000964011,,,
Tbl3,,0.01456983,0.000964009,,Nudcd3,0.073185438,1.381665613,,,
Polr2l,,0.014555217,0.754450078,,Nudt1,0,0.000964009,,,
Angel1,,0.014535714,0.841871961,,Nudt10,0,0.00096401,,,
Zfp346,,0.014512405,0.162820881,,Nudt11,0.013067194,0.000964009,,,
Met,,0.0144705,0.000964008,,Nudt13,0.00171666,0.000964009,,,
Slit2,,0.014469002,0.00096401,,Nudt14,0,0.033809086,,,
Zfp532,,0.01437125,0.000964008,,Nudt16,3.811329101,3.789671461,,,
Dpm1,,0.014367958,0.000964007,,Nudt16l1,1.206497578,1.879666286,,,
Aoc2,,0.014263471,1.257689532,,Nudt17,0,0.00096401,,,
Agpat9,,0.014236152,0.000964009,,Nudt18,0.098575806,0.652127604,,,
Lamb3,,0.014232914,0.485160981,,Nudt19,2.895515104,4.594803293,,,
Fbxl7,,0.01420835,0.000964087,,Nudt2,0.222177562,0.784820492,,,
