,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,lengthscale,,pval,q value,BIC_periodic,BIC_linear,BIC_rbf
Tctex1d2,-176.976986,-176.9769848,-1.18E-06,0.000348472,,1,1,376.1966962,370.636015,376.1966985
Tmem42,-267.7755707,-267.8912657,0.11569503,0.000580306,,0.73375131,1,558.0252587,552.464577,557.7938679
Nudt22,-146.3172677,-146.3172669,-7.54E-07,0.001049269,,1,1,314.8772604,309.316579,314.8772619
Lsr,-250.8962342,-254.2337361,3.337501882,2.945004045,,0.067717347,0.776118513,530.710199,525.149519,524.0351949
Snhg8,-276.3991768,-276.4661917,0.067014896,5.44E-05,,0.795733729,1,575.1751364,569.614428,575.0410801
Fbxw8,-383.6041593,-383.7424552,0.138295906,2.185496007,,0.709981024,1,789.7276345,784.166953,789.4510451
Myadm,-239.6917076,-239.9050568,0.213349185,1.107667969,,0.644154917,1,502.0528393,496.492157,501.6261417
Pla2g6,-275.9796353,-276.056104,0.076468662,0.96774294,,0.782141269,1,574.3549365,568.794253,574.2019971
Zfp944,-178.2402056,-178.2402056,-4.98E-08,0.006620197,,1,1,378.7231631,373.162456,378.7231377
N28178,-229.4719479,-229.5985346,0.126586699,0.001058523,,0.721997655,1,481.4397805,475.8791,481.1866223
Wdr5b,-76.19753702,-76.64336463,0.445827613,1.454695481,,0.504323043,1,175.5294559,169.968774,174.6378006
Sptb,-438.5905344,-438.9807669,0.390232499,2.372822792,,0.532177216,1,900.2041543,894.643511,899.4237953
Zdhhc24,-114.0355176,-114.0637483,0.028230751,1.035403484,,0.866567474,1,250.370223,244.809541,250.3137617
Orc1,-32.31527468,-32.31515382,-0.000120855,0.265245825,,1,1,86.87303056,81.3123498,86.87327588
Parp10,-59.80208164,-59.80407452,0.001992872,1.185729168,,0.964392987,1,141.8509278,136.290194,141.8468898
Sntg2,-196.1372696,-196.8023643,0.665094767,1.553818605,,0.41476704,1,415.847454,410.286772,414.5172657
Aga,-249.5264295,-249.5651854,0.038755923,0.159506851,,0.843932995,1,521.3730927,515.812411,521.2955855
Pdgfb,-274.6680039,-274.7170586,0.049054637,2.338575759,,0.824716516,1,571.6768432,566.116161,571.5787343
Mpzl2,-154.912605,-155.4755055,0.562900512,0.550859482,,0.453093937,1,333.1937374,327.633056,332.0679365
Kcnj2,-162.8959498,-162.9096847,0.013734885,0.445917619,,0.906704796,1,348.0620986,342.501417,348.0346261
Efna2,-185.5393276,-185.540936,0.001608332,0.057065804,,0.968010197,1,393.3245983,387.763917,393.3213817
Nrn1l,-157.4028862,-159.5913611,2.188474931,2.759942403,,0.139046931,1,341.4254486,335.864767,337.0484989
2310057M21Rik,-289.9935947,-289.9935961,1.33E-06,9.64E-05,,0.999078923,1,602.2299192,596.669237,602.2299159
Smn1,-300.060933,-300.7583834,0.697450446,1.960044871,,0.40364171,1,623.7594305,618.198748,622.3645925
Shc1,-248.1574118,-248.9466123,0.789200516,0.960462067,,0.374341981,1,520.1359512,514.575269,518.5575501
Wdr55,-130.3645044,-130.3648015,0.000297042,0.260391169,,0.986249226,1,282.9723293,277.411648,282.9717353
2610005L07Rik,-121.8693659,-122.0585082,0.189142262,1.410177841,,0.663631466,1,266.3597429,260.799061,265.9814583
Atat1,-380.1279308,-381.3883618,1.260431018,0.591842196,,0.261569521,1,785.0194485,779.45877,782.4985881
Tada2a,-290.8880439,-291.0544001,0.166356187,2.175141023,,0.683370694,1,604.3515267,598.790845,604.0188143
Lrrc4,-359.9082661,-359.9117482,0.003482024,1.224853359,,0.952945197,1,742.0662231,736.505544,742.0592587
Foxd3,-335.0101455,-373.5951195,38.58497394,2.123548158,,5.24E-10,1.08E-07,769.4329745,763.872285,692.2630175
Rnf111,-491.5342999,-491.8865399,0.352240026,1.929853319,,0.552847836,1,1006.015801,1000.45511,1005.311326
Ptgs1,-176.3637658,-176.3637654,-4.00E-07,0.43787802,,1,1,374.9702568,369.409576,374.9702581
Mrpl19,-248.3135519,-248.313551,-8.83E-07,1.03E-05,,1,1,518.8698286,513.309146,518.8698303
Lrfn2,-193.6207308,-193.6207392,8.49E-06,4.56E-05,,0.997675524,1,409.4841865,403.923506,409.4841881
Gm16062,-191.4042453,-191.404243,-2.36E-06,0.234118705,,1,1,405.0512125,399.490531,405.0512171
Myl6b,-190.1065541,-190.1065531,-1.00E-06,0.001168561,,1,1,402.455838,396.895156,402.4558347
Pigl,-54.42658178,-54.42658118,-6.03E-07,5.36E-05,,1,1,131.0958887,125.535207,131.0958901
Fbxl20,-286.0570198,-286.0595252,0.00250538,1.616531606,,0.960079535,1,594.361775,588.801093,594.3567661
Gmpr2,-269.3322642,-270.0496614,0.717397223,1.836783541,,0.396998997,1,562.3420478,556.781366,560.9072549
Susd2,-123.6683289,-123.6683277,-1.17E-06,0.006921713,,1,1,269.5793822,264.0187,269.5793843
Ttf2,-79.30386987,-81.17040217,1.866532301,5.244459905,,0.171872768,1,184.5835209,179.022839,180.8504663
2810002D19Rik,-115.3673667,-123.0627336,7.695366947,2.064547287,,0.005536275,0.133485212,268.3679289,262.807247,252.9774599
Gm8801,-158.7130017,-158.7130061,4.38E-06,0.007421339,,0.998329315,1,339.6687354,334.108061,339.6687299
Drg2,-383.0599902,-384.3130213,1.253031183,1.165639701,,0.262974326,1,790.8687694,785.308088,788.3627069
Cep63,-305.4629991,-305.4629948,-4.27E-06,1.062372463,,1,1,633.1687151,627.608033,633.1687247
Mtmr7,-309.5801549,-309.5802886,0.000133668,1.860169905,,0.990775489,1,641.4033038,635.842625,641.4030363
Zfp236,-428.4077823,-428.4078206,3.83E-05,0.026151747,,0.995063207,1,879.0583673,873.497685,879.0582911
Lrrcc1,-315.1232322,-319.5287878,4.405555658,1.076021794,,0.035822053,0.496066994,661.3003012,655.739624,652.4891909
Dennd3,-158.2475374,-158.247627,8.96E-05,0.169869451,,0.992447665,1,338.7379805,333.177297,338.7378013
Zfp273,-158.1671964,-158.167196,-4.37E-07,0.001910049,,1,1,338.5771181,333.016437,338.5771193
Usp28,-327.7887222,-327.7896189,0.000896704,0.026451466,,0.976110898,1,677.8219665,672.261282,677.8201709
Tfpt,-225.4346336,-226.520407,1.085773429,0.990939736,,0.297409581,1,475.2835267,469.722845,473.1119937
B9d2,-323.1176209,-324.3507778,1.233156865,1.5509412,,0.26679398,1,670.9442797,665.383599,668.4779683
Etohd2,-242.7664107,-242.831038,0.064627342,0.969039371,,0.799326309,1,507.9047983,502.344126,507.7755479
Tlr3,-153.6699868,-154.6762521,1.006265374,2.001862802,,0.315799205,1,331.5952307,326.034549,329.5827001
Thumpd1,-385.1704834,-385.805198,0.634714538,1.143098617,,0.425631246,1,793.85318,788.292498,792.5836933
Rint1,-161.0934183,-162.6277655,1.534347262,6.848421344,,0.215461169,1,347.4982592,341.937576,344.4295631
Zfp317,-383.8226909,-384.1390174,0.316326498,0.845641556,,0.573823693,1,790.5206864,784.960005,789.8881083
Nanos1,-314.5414096,-314.5492487,0.007839079,0.001257889,,0.929448627,1,651.3412232,645.780542,651.3255457
Becn1,-161.7477374,-161.8296937,0.081956289,0.04107316,,0.774663608,1,345.9021133,340.341434,345.7382013
Dysf,-82.6529575,-82.65295639,-1.11E-06,0.000182004,,1,1,187.5486398,181.987958,187.5486415
Klf15,-341.8608126,-342.5102636,0.649450949,1.615482828,,0.420309048,1,707.2632541,701.702573,705.9643517
Polr3f,-203.2438572,-203.2438528,-4.39E-06,0.088448144,,1,1,428.7304328,423.16975,428.7304409
Pofut1,-108.1121191,-108.113896,0.001776962,0.674921571,,0.966375911,1,238.4705183,232.909837,238.4669647
BC052040,-271.5651757,-274.7130176,3.147841869,1.632713895,,0.076027454,0.836808844,571.6687607,566.108079,565.3730779
Chic2,-238.4653538,-238.4808667,0.015512973,0.000248846,,0.900878956,1,499.2044604,493.643778,499.1734341
Taf1d,-189.3433868,-189.3433866,-2.53E-07,0.026584346,,1,1,400.9294997,395.368818,400.9295001
Mnd1,-120.8941781,-120.9839592,0.089781109,1.25096588,,0.764455614,1,264.2106457,258.649963,264.0310827
Isoc2a,-297.2865793,-298.0487914,0.762212188,1.02150543,,0.38263711,1,618.340312,612.779628,616.8158851
Ccl17,-46.5479052,-46.54764758,-0.000257613,0.200281044,,1,1,115.3380346,109.777342,115.3385369
Ppp1r18,-233.0505112,-233.8742252,0.823714093,2.013053684,,0.364096485,1,489.9911747,484.430494,488.3437489
Ifi205,-28.8025009,-28.84686858,0.044367678,1.296486844,,0.833171035,1,79.93610584,74.3754238,79.84772832
Gng7,-276.2513421,-276.7877136,0.536371505,0.828021612,,0.463940395,1,575.8181551,570.257474,574.7454107
Tbl2,-92.65038959,-92.65062958,0.000239994,0.629580047,,0.987639869,1,207.5439849,201.983302,207.5435057
Dusp23,-162.9779151,-163.0481913,0.070276216,0.000239189,,0.790935034,1,348.3391098,342.778428,348.1985567
Ltbp3,-340.76634,-340.8612999,0.094959892,0.777686343,,0.757963913,1,703.9653292,698.404648,703.7754065
Cttn,-425.7406921,-426.0011227,0.260430542,0.943927353,,0.609824521,1,874.2449719,868.684292,873.7241107
D10Bwg1379e,-160.3958295,-160.3958298,3.74E-07,0.000151909,,0.999512204,1,343.0343861,337.473705,343.0343855
Polr2k,-367.1406613,-367.1413291,0.000667867,0.49829995,,0.979382468,1,756.5254557,750.964703,756.5240491
Hmgxb4,-271.2578845,-271.2578855,9.68E-07,0.011905998,,0.999215153,1,564.7584955,559.19782,564.7584955
Boc,-193.2577654,-193.3183964,0.060631012,0.00290101,,0.805501366,1,408.8795144,403.318833,408.7582573
Bre,-220.082642,-220.0826377,-4.24E-06,0.00019964,,1,1,462.408002,456.84732,462.4080105
Crym,-139.3451601,-139.3451591,-1.03E-06,0.001353335,,1,1,300.9330447,295.372363,300.9330467
Tbc1d17,-336.4674818,-337.4747263,1.007244478,1.019675183,,0.315563883,1,697.1921813,691.631499,695.1776901
Lysmd1,-235.4056985,-235.4301391,0.024440635,0.495931201,,0.875768963,1,493.1030035,487.542325,493.0541235
Igfbp4,-370.9134475,-406.9636392,36.05019167,2.570703334,,1.92E-09,3.44E-07,836.1700037,830.609334,764.0696215
Ntn3,-134.4919575,-134.4919571,-4.69E-07,0.002652241,,1,1,291.2266407,285.665959,291.2266415
Hltf,-253.2909973,-253.3821027,0.091105418,0.004336325,,0.762776522,1,529.0069333,523.446252,528.8247211
Ccpg1,-432.1045565,-432.1501708,0.04561428,1.147289348,,0.830878498,1,886.5430684,880.982388,886.4518395
Ptger4,-59.51627641,-59.5932337,0.076957287,0.190635369,,0.781463949,1,141.429195,135.868515,141.2752793
Dtx3l,-150.285635,-150.404247,0.118612059,0.825140521,,0.730544726,1,323.0512208,317.490539,322.8139965
Anxa2,-214.1630692,-214.5805161,0.417446905,1.714356624,,0.518213746,1,451.4037572,445.843075,450.5688649
Tmem179b,-215.9978932,-215.9986617,0.000768509,0.227714217,,0.977883877,1,454.2400497,448.679368,454.2385129
Upp1,-66.36439448,-66.36439333,-1.14E-06,1.35E-05,,1,1,154.971513,149.410832,154.9715155
Fam217a,-131.9372461,-139.3138221,7.376575947,2.180322038,,0.006607886,0.152700742,300.8703729,295.309692,286.1172187
Dcaf4,-170.8866909,-170.8866907,-1.75E-07,0.000131291,,1,1,364.0161083,358.455426,364.0161083
Hecw1,-338.8351889,-338.8351886,-3.52E-07,0.00375614,,1,1,699.9131023,694.352421,699.9131043
Pqlc1,-287.1532603,-287.1691284,0.015868056,0.764720256,,0.899756882,1,596.5809827,591.020301,596.5492471
Fam117a,-208.7946379,-208.794638,5.73E-08,2.128689302,,0.999808934,1,439.8320018,434.271321,439.8320023
Coq5,-263.3719532,-264.8863808,1.514427577,1.407222132,,0.218464718,1,552.0154889,546.454807,548.9866329
Cdh22,-71.27581265,-71.27581267,1.97E-08,3.12E-05,,0.999887881,1,164.7943519,159.23367,164.7943518
Ogn,-341.9368261,-357.768275,15.83144888,1.449564162,,6.92E-05,0.003499549,737.7792729,732.218592,706.1163787
Nrbf2,-328.3792046,-328.8337061,0.454501534,2.999221502,,0.500204963,1,679.9101392,674.349458,679.0011357
Crip1,-240.4082243,-243.77776,3.369535677,2.507813103,,0.066412471,0.7676834,509.7982459,504.237565,503.0591751
Dis3,-218.8154543,-218.8160735,0.000619261,0.194656808,,0.980146735,1,459.8748875,454.314192,459.8736351
Ly86,-270.7627612,-270.7627606,-5.81E-07,0.005096681,,1,1,563.7682576,558.207567,563.7682489
Nxn,-209.5248113,-209.6903691,0.165557766,0.065225445,,0.68409032,1,441.623465,436.062786,441.2923491
Ikzf1,-99.7256009,-99.72560084,-6.09E-08,0.232456612,,1,1,221.6939282,216.133247,221.6939283
Fbxo4,-202.7226761,-202.7579265,0.035250467,2.740268833,,0.851071787,1,427.7585794,422.197898,427.6880787
Ttc5,-293.1870055,-293.2120157,0.025010208,0.001848908,,0.874341628,1,608.6667594,603.106076,608.6167375
Zfp811,-245.867084,-247.5899062,1.722822279,1.009930643,,0.189330161,1,517.4225388,511.861857,513.9768945
Abhd11,-279.6924062,-280.0600974,0.367691133,5.658993346,,0.544265496,1,582.3629103,576.802229,581.6275389
Rbpms,-130.9887248,-131.9590862,0.970361387,2.678140611,,0.324590067,1,286.1608988,280.600217,284.2201761
Anxa11,-111.2903106,-111.8367758,0.546465207,1.213489734,,0.459765616,1,245.9162762,241.794363,244.8233477
Tram1,-487.9389265,-493.7962311,5.85730455,2.106414096,,0.015512532,0.285273168,1009.835188,1004.27451,998.1205795
Itpka,-143.7808977,-144.516499,0.735601366,1.303603689,,0.391073571,1,311.275725,305.715043,309.8045219
Eml6,-80.96405072,-80.96405061,-1.13E-07,0.030856819,,1,1,184.1708277,178.610146,184.170828
Abcb9,-293.9714183,-296.273273,2.301854739,2.203524315,,0.129219615,1,614.7894411,609.228761,610.1855631
Csmd1,-260.6429035,-262.5346649,1.89176142,1.088864263,,0.169003385,1,546.5090686,540.948387,543.5285335
Def8,-367.1975513,-367.1975514,1.01E-07,0.004112802,,0.999746011,1,756.6378272,751.077149,756.6378291
Sertad1,-237.0765032,-237.6926882,0.616184937,0.840349416,,0.43246853,1,497.1673328,491.606651,496.3957329
Igfbpl1,-318.1025458,-324.6136776,6.511131795,1.606741605,,0.010720126,0.222162268,671.4700825,665.909399,658.4478181
Tmem101,-293.2342517,-293.2345719,0.000320203,0.1902721,,0.985723253,1,608.7118322,603.151151,608.7112299
Unc13b,-272.1971627,-272.6352097,0.43804703,2.309415617,,0.50806658,1,567.5131467,561.952465,566.6370519
Eif4ebp3,-334.6736554,-334.7183856,0.044730163,1.08957517,,0.832500982,1,691.679476,686.118794,691.5900373
Alk,-58.89474443,-58.9587428,0.063998372,1.531717258,,0.800284445,1,140.160212,134.59953,140.0322154
Slc35b4,-376.4421679,-377.4788335,1.036665611,2.485624654,,0.308598232,1,777.2003948,771.639714,775.1270623
Ndst1,-226.5049637,-226.6898638,0.184900068,2.217815214,,0.667195584,1,475.6224552,470.061772,475.2526539
Ccdc71,-280.762439,-280.8521516,0.089712591,0.124605126,,0.764542855,1,583.9470216,578.38634,583.7676045
Epb4.1l4b,-101.3331416,-103.6888826,2.35574103,2.03798855,,0.124822558,1,229.6204919,224.059809,224.9090097
Slc38a7,-262.3197763,-262.343271,0.023494709,1.050115044,,0.878177599,1,546.9292436,541.368562,546.8822791
Cdhr3,-59.45555228,-59.45555198,-2.92E-07,0.002862089,,1,1,141.1538456,135.593149,141.1538311
Nr2c2,-211.1854463,-211.214601,0.029154745,1.887126196,,0.864422228,1,444.6719279,439.111247,444.6136191
Hdac4,-242.4008715,-242.4248216,0.023950141,2.003914418,,0.877011842,1,507.09237,501.531697,507.0444695
Egfem1,-100.1702703,-100.1702677,-2.60E-06,0.007278359,,1,1,222.583262,217.02258,222.5832671
Rps6kc1,-306.6601907,-306.6601874,-3.25E-06,0.003058978,,1,1,635.5631014,630.00242,635.5631079
9330020H09Rik,-99.02150733,-99.02150715,-1.76E-07,0.002004037,,1,1,220.2857414,214.72506,220.2857412
Ntpcr,-257.6858903,-257.7116239,0.025733555,0.736420344,,0.872552745,1,537.6659745,532.105292,537.6145071
Tshz3,-165.5705162,-165.5705155,-6.72E-07,0.01274715,,1,1,353.3837576,347.823076,353.3837589
Ttc27,-268.5342164,-268.5821902,0.047973839,0.732868218,,0.826627215,1,559.4071062,553.846425,559.3111593
Ppp1r1b,-250.7536936,-250.7536925,-1.07E-06,0.551257739,,1,1,523.7501116,518.18943,523.7501137
Top1mt,-150.8197535,-151.5569404,0.737186962,1.670757863,,0.390563487,1,325.3566084,323.362796,323.8822335
Chst12,-228.6372504,-228.6372496,-8.57E-07,0.001587559,,1,1,479.5172256,473.956544,479.5172273
Prps1,-496.3991968,-497.7202695,1.32107273,2.654562523,,0.25039962,1,1017.683266,1012.12258,1015.04112
Kank2,-232.3879015,-235.9010456,3.513144107,2.019961539,,0.06088381,0.726644607,494.0448197,488.484136,487.0185295
Taf3,-296.0605047,-296.2465429,0.186038174,0.015622236,,0.666234672,1,614.7358132,609.175133,614.3637359
9030025P20Rik,-259.5873851,-259.7771032,0.18971808,0.347082466,,0.663151361,1,541.796936,536.236251,541.4174967
Foxc1,-254.8917077,-255.7816739,0.889966293,1.951341444,,0.345486442,1,533.8060749,528.245393,532.0261419
Msh3,-222.8213559,-222.8469174,0.025561464,0.000538248,,0.872975974,1,467.9365584,462.375877,467.8854383
Frat2,-228.6142871,-229.2177236,0.603436512,1.009065984,,0.437269837,1,480.6781723,475.117492,479.4713007
Ebag9,-264.1842076,-264.8709743,0.686766708,0.83225635,,0.407266325,1,551.9846717,546.423991,550.6111417
1810011H11Rik,-52.47125067,-52.47125027,-3.92E-07,7.37E-05,,1,1,127.1852271,121.624545,127.1852279
Krt1,-82.62752606,-82.644233,0.016706936,0.001703005,,0.89715563,1,187.5311924,181.970511,187.4977786
Pdgfra,-338.1913445,-338.3895882,0.198243683,0.046833446,,0.656142245,1,699.0219029,693.461227,698.6254155
Msantd2,-277.4863057,-277.4863053,-4.77E-07,0.001034242,,1,1,577.2153382,571.654656,577.2153379
Gmfg,-57.24132499,-57.33987106,0.098546071,2.78302223,,0.753581431,1,136.9224493,131.361768,136.7253765
1110059G10Rik,-364.5292433,-364.6944514,0.165208171,0.846293684,,0.684406052,1,751.6315365,746.070872,751.3012131
Fbll1,-438.4530474,-438.4530528,5.35E-06,0.010292371,,0.998154683,1,899.1488321,893.588151,899.1488213
Ggh,-424.7918953,-427.4227887,2.630893323,2.054412501,,0.104802733,1,877.0883015,871.527619,871.8265171
Ifnar1,-222.9204373,-222.9204336,-3.64E-06,0.028718593,,1,1,468.083594,462.522912,468.0836011
Tmem8b,-49.01295463,-50.55875152,1.545796894,6.532684641,,0.213757007,1,123.3602292,117.799548,120.2686358
St5,-311.555052,-312.9357221,1.380670053,2.060038618,,0.239987046,1,648.1141664,642.553491,645.3528305
C230091D08Rik,-202.79078,-203.4430723,0.652292261,1.117040226,,0.419294327,1,429.1288694,423.568188,427.8242865
Adc,-84.59718617,-84.59718568,-4.87E-07,0.002865318,,1,1,191.4370979,185.876416,191.4370989
Arl1,-56.75964028,-56.75964014,-1.44E-07,0.009066249,,1,1,135.7620069,130.201325,135.7620071
Prpf40b,-354.9020377,-354.9020196,-1.81E-05,2.870542718,,1,1,732.046764,726.486083,732.0468019
Nfkbil1,-126.0101792,-126.069081,0.058901798,2.540302314,,0.808240189,1,274.3808885,268.869815,274.2630849
Cyp7b1,-266.7453266,-266.7654603,0.02013367,0.76051852,,0.887164394,1,555.773644,550.212962,555.7333797
Zfp385c,-134.0782585,-134.0824865,0.004227976,1.407309365,,0.948155777,1,290.4076997,284.847018,290.3992435
Jag2,-130.9162582,-132.4232765,1.507018289,1.24409014,,0.219594633,1,286.3877814,280.827099,284.0752429
Slc7a14,-202.8234007,-202.8255449,0.002144165,0.443875112,,0.963067053,1,427.8938197,422.333138,427.8895279
Plekhm2,-441.7656983,-441.7656948,-3.53E-06,0.190671313,,1,1,905.7741151,900.213433,905.7741231
Kcnj6,-48.89116533,-48.89116463,-7.00E-07,0.000439904,,1,1,120.0250559,114.464374,120.0250572
Il17rc,-103.889933,-103.8899327,-3.37E-07,3.12E-05,,1,1,230.022592,224.46191,230.0225925
Mrpl32,-407.1012583,-407.1439178,0.042659464,0.115121018,,0.836367814,1,836.5305552,830.969874,836.4452431
Arhgef1,-308.8045062,-309.754533,0.950026741,1.281563262,,0.329712491,1,641.7517935,636.191112,639.8517389
Ccbl1,-291.9187206,-291.9193911,0.000670537,1.466783985,,0.979341308,1,606.0815228,600.520827,606.0801677
Tmem110,-228.1461062,-228.1465458,0.000439626,0.149418951,,0.983271781,1,478.5358194,472.975138,478.5349389
Nhlrc1,-245.982241,-246.0628701,0.080629084,0.698925153,,0.776446699,1,514.3684651,508.807783,514.2072085
Lsm12,-175.501776,-176.5010529,0.999276938,1.212462766,,0.317485531,1,375.2448321,369.68415,373.2462785
Rab9b,-180.8029253,-180.802925,-2.97E-07,0.013500507,,1,1,383.8485779,378.287898,383.8485771
Tmem120a,-197.0849229,-197.0849282,5.36E-06,0.298514956,,0.998153003,1,416.4125836,410.851901,416.4125723
Klf2,-395.531604,-398.5713678,3.039763795,1.312419542,,0.081247739,0.874089719,819.3854571,813.824775,813.3059345
Ppp4r1l-ps,-56.84293671,-56.84293648,-2.27E-07,0.820130382,,1,1,135.9285999,130.367918,135.9285999
Rfx4,-248.03458,-248.3285876,0.294007631,0.626825401,,0.587663718,1,518.8999024,513.339231,518.3118865
Jrk,-156.7154705,-156.7154706,1.01E-07,1.134012479,,0.999746406,1,335.673677,330.112986,335.6736675
Noc2l,-27.22406818,-27.22406757,-6.13E-07,0.001694369,,1,1,76.69086165,71.13018,76.69086288
I830012O16Rik,-176.2384938,-179.5302139,3.291720176,1.600793169,,0.069630038,0.791003623,381.3031542,375.742472,374.7197141
Cdc7,-241.5698533,-241.729951,0.160097785,0.604149033,,0.689066504,1,505.702629,500.141947,505.3824331
Gm3086,-78.46899073,-78.46898679,-3.93E-06,0.021095834,,1,1,179.1806994,173.620018,179.180708
